timeline,low,tertile,medium,high
2184.0,,medium,0.7964736226373144,
2192.0,,medium,0.784220182289048,
2207.0,,medium,0.7719667419407817,
2222.0,,medium,0.7719667419407817,
2231.0,,medium,0.7719667419407817,
2236.0,,medium,0.7719667419407817,
2255.0,,medium,0.7719667419407817,
2273.0,,medium,0.7588825598739884,
2278.0,,medium,0.7588825598739884,
2281.0,,medium,0.7588825598739884,
2289.0,,medium,0.7588825598739884,
2311.0,,medium,0.7588825598739884,
2335.0,,medium,0.7588825598739884,
2417.0,,medium,0.7445640210084415,
2442.0,,medium,0.7445640210084415,
2469.0,,medium,0.7299647264788642,
2486.0,,medium,0.7299647264788642,
2489.0,,medium,0.7299647264788642,
2515.0,,medium,0.7299647264788642,
2520.0,,medium,0.7144335620856971,
2535.0,,medium,0.7144335620856971,
2541.0,,medium,0.7144335620856971,
2559.0,,medium,0.7144335620856971,
2596.0,,medium,0.7144335620856971,
2612.0,,medium,0.7144335620856971,
2618.0,,medium,0.7144335620856971,
2632.0,,medium,0.7144335620856971,
2636.0,,medium,0.6961147528014484,
2650.0,,medium,0.6961147528014484,
2695.0,,medium,0.6961147528014484,
2707.0,,medium,0.6961147528014484,
2759.0,,medium,0.6961147528014484,
2763.0,,medium,0.6756407894837587,
2767.0,,medium,0.6756407894837587,
2813.0,,medium,0.6756407894837587,
2868.0,,medium,0.6756407894837587,
2991.0,,medium,0.6756407894837587,
3063.0,,medium,0.6523428312256979,
3126.0,,medium,0.6290448729676373,
3128.0,,medium,0.6290448729676373,
3152.0,,medium,0.6290448729676373,
3172.0,,medium,0.6290448729676373,
3204.0,,medium,0.6290448729676373,
3261.0,,medium,0.6290448729676373,
3276.0,,medium,0.6290448729676373,
3287.0,,medium,0.6290448729676373,
3307.0,,medium,0.6290448729676373,
3342.0,,medium,0.6290448729676373,
3456.0,,medium,0.6290448729676373,
3607.0,,medium,0.6290448729676373,
3736.0,,medium,0.5897295684071601,
3941.0,,medium,0.5504142638466826,
4047.0,,medium,0.5504142638466826,
4088.0,,medium,0.5504142638466826,
4233.0,,medium,0.5504142638466826,
4267.0,,medium,0.5003766034969842,
4354.0,,medium,0.5003766034969842,
4894.0,,medium,0.5003766034969842,
5062.0,,medium,0.5003766034969842,
5176.0,,medium,0.5003766034969842,
5739.0,,medium,0.5003766034969842,
7777.0,,medium,0.5003766034969842,
8008.0,,medium,0.5003766034969842,
8391.0,,medium,0.5003766034969842,
8556.0,,medium,0.5003766034969842,
8605.0,,medium,0.5003766034969842,
0.0,,high,,1.0
1.0,,high,,1.0
7.0,,high,,1.0
10.0,,high,,1.0
30.0,,high,,1.0
31.0,,high,,1.0
34.0,,high,,1.0
40.0,,high,,1.0
49.0,,high,,1.0
52.0,,high,,1.0
54.0,,high,,1.0
72.0,,high,,1.0
78.0,,high,,1.0
84.0,,high,,1.0
90.0,,high,,1.0
134.0,,high,,1.0
158.0,,high,,0.996932515337423
160.0,,high,,0.996932515337423
163.0,,high,,0.996932515337423
172.0,,high,,0.9938460369617658
174.0,,high,,0.9907595585861078
178.0,,high,,0.9907595585861078
197.0,,high,,0.9876634349655262
200.0,,high,,0.9876634349655262
210.0,,high,,0.9876634349655262
214.0,,high,,0.9876634349655262
215.0,,high,,0.9876634349655262
224.0,,high,,0.9876634349655262
225.0,,high,,0.9876634349655262
242.0,,high,,0.9876634349655262
255.0,,high,,0.9844978470329441
259.0,,high,,0.9844978470329441
266.0,,high,,0.9813220475263863
271.0,,high,,0.9813220475263863
295.0,,high,,0.9781359369824696
302.0,,high,,0.974949826438553
304.0,,high,,0.974949826438553
307.0,,high,,0.974949826438553
313.0,,high,,0.974949826438553
317.0,,high,,0.974949826438553
322.0,,high,,0.974949826438553
326.0,,high,,0.974949826438553
328.0,,high,,0.974949826438553
334.0,,high,,0.974949826438553
336.0,,high,,0.974949826438553
345.0,,high,,0.974949826438553
347.0,,high,,0.974949826438553
348.0,,high,,0.9716336705663136
350.0,,high,,0.9716336705663136
358.0,,high,,0.9716336705663136
360.0,,high,,0.9716336705663136
365.0,,high,,0.9682716163429007
366.0,,high,,0.9682716163429007
373.0,,high,,0.9682716163429007
375.0,,high,,0.9682716163429007
377.0,,high,,0.964825809879047
